 "Ceramics III" ,
 "ETUDE D UN SUJET PARTICULIER" ,
 "ADV TOP IN ELEMENTARY MATH" ,
 "Tutorial in Women's Studies" ,
 "RESTORATION ERLY 18TH DRAMA" ,
 "Digital Culture" ,
 "ADV IMAGE PROC" ,
 "Field Studies in Ireland" ,
 "TRAD COMMJURID:ANGL AU FRAN" ,
 "INDIGENOUS RESOURCE MANAG'T" ,
 "Multivariable Calculus I" ,
 "DIRECTED STUDIES" ,
 "ADV CLINICAL SEMINAR II:CHLD" ,
 "SPEC TOPIC IN SOCIOLOGY I" ,
 "Integrative Internship II" ,
 "Introductory Creative Writing:  Playwriting" ,
 "Graduate Seminar in University Teaching (All Disciplines)" ,
 "ADV TOPICS MICROPROC SYSTEMS" ,
 "CONTEMP. ISSUES HUMAN RIGHTS" ,
 "Hypnosis and Dissociation" ,
 "Cinema in Quebec and Ireland" ,
 "Intermediate Integrated Studio in Contemporary Art Practices" ,
 "Computer Science Industrial Experience Reflective Learning I" ,
 "RDGS/CELL & MOLEC BIOLOGY II" ,
 "LUCC SELECTED PROBLEMS" ,
 "READ COURSE RABBINIC JUD" ,
 "TOPICS/RELI & PHIL THOUGHT" ,
 "RECHERCHE&PRODUCTION LITT." ,
 "Kinesiology and Clinical Exercise Physiology Internship II" ,
 "Scriptwriting for Media" ,
 "Legal Issues in Construction" ,
 "Littérature québécoise de 1960 à 1980" ,
 "Special Topics in Computation Arts" ,
 "ASPECTS OF CURATORIAL PRACTICE" ,
 "Introduction aux cultures populaires de langue française" ,
 "Le théâtre québécois" ,
 "READINGS IN ART THERAPY" ,
 "MICROPROCESS + APPLICATIONS" ,
 "STRAT ACCTNG CASE ANALYSIS" ,
 "HUMAN RESOURCE MANAGEMENT" ,
 "Topics in Sociology of Education II" ,
 "TOPICS IN CHRISTIAN THEO I" ,
 "Strategies in Action (Case Competition)" ,
 "Practicing Mindfulness in Grad School" ,
 "Retailing" ,
 "MASTER'S LEVEL STUDIES" ,
 "GEOMETRY" ,
 "Selected Topics in Continental Philosophy" ,
 "DISCOURSE OF THE BODY" ,
 "Learning" ,
 "Creative Process II" ,
 "COMPREHENSIVE EXAMINATIONS" ,
 "SEL. TOP. EXERCISE SCIENCE" ,
 "MASTER'S LEVEL STUDIES NZEB MODELLING/DESIGN" ,
 "THESIS" ,
 "Early Modern Philosophy I: 17th Century" ,
 "ADVANCED STDY WOMEN'S HIST" ,
 "SEMINAR IN SPECIAL TOPICS" ,
 "VAL ADDED SERV ENGR/NEXT GEN" ,
 "Introduction to Acting I" ,
 "Shakespeare" ,
 "SEL TOPS IN HIST OF GENDER" ,
 "Accounting and Information Technology" ,
 "APPLIED INVESTMENT ANALYSIS" ,
 "Initiation à la traduction économique de l'anglais au français" ,
 "TOP/COMPAR RELIGION & ETHICS" ,
 "Magic, Science, Religion, and Ideology" ,
 "The Making of the Irish Landscape" ,
 "DIRECTED STUDIES" ,
 "Supervised Internship I" ,
 "Starting Your Own Business" ,
 "RESEARCH METHODS" ,
 "Advanced Directed Research in Psychology" ,
 "ADVANCED TOPICS IN CHEMISTRY" ,
 "Early Modern Britain and Ireland" ,
 "Entrepreneurship 101" ,
 "LITERARY PUBLISHING/EDITING" ,
 "MEAS/REP FINANANCIAL PERFORM" ,
 "SECURITY EVAL. METHODOLOGIES" ,
 "STATISTICAL MODELS FOR DATA ANALYSIS" ,
 "ADV TOPICS IN WOMEN S HIST" ,
 "SELECTED TOPICS IN COMS" ,
 "MEDIA GLOBAL.& CULTURAL DVLP" ,
 "REFLECTIVE LEARNING IV" ,
 "Chinese Visual Culture" ,
 "Introduction to Digital Media and Electronic Arts" ,
 "Communication orale" ,
 "Introductory Organic Chemistry II" ,
 "DOCTORAL RESEARCH AND THESIS" ,
 "Economic Analysis for Organizational Decision Making" ,
 "HEAT TRANSFER" ,
 "INTERNSHIP" ,
 "Economics of the Environment" ,
 "Shiite Islam" ,
 "SYST. ENG. MAINTENANCE MGMT" ,
 "International Finance" ,
 "Race, Ethnicity and Media" ,
 "STUDIES IN RACE & ETHNICITY" ,
 "MASTER S RESEARCH & THESIS" ,
 "Introduction to the Literature of the Arab World" ,
 "ADV.STUDY IN RELI & CULT.II" ,
 "Introduction to Financial Accounting" ,
 "Selected Topics in Analytical Chemistry" ,
 "Théories linguistiques pour l'apprentissage et l?enseignement des langues" ,
 "FUNDAMENTALS/DISTANCE EDUC" ,
 "APPL. TECH. IN MATH. CURRI" ,
 "MASTERS LEVEL STUDIES POLYMER SCIENCE" ,
 "Compiler Design" ,
 "SEMINAR" ,
 "The Economics of Taxation" ,
 "Play in Childhood Settings" ,
 "SELECTED TOPICS IN ITALIAN" ,
 "ADV TOPICS/MICROBIOLOGY" ,
 "BUSINESS POLICY AND STRATEGY" ,
 "Sound Art Practices" ,
 "Money and Banking" ,
 "MIXED-SIGNAL VLSI FOR COMMUNICATION SYSTEMS" ,
 "ETHNIC RELATIONS" ,
 "Planning your First Day of Class" ,
 "SPEC DOCTORAL LEVEL STUDIES" ,
 "CHAMBER ENSEMBLE III" ,
 "SOCIOLOGY OF EDUCATION" ,
 "INTELLIGENT SYSTEMS" ,
 "INTRODUCTION TO FILM THEORY" ,
 "PLANNING HUMAN SYST INTERVEN" ,
 "Selected Topics in Multidisciplinary Chemistry" ,
 "DOCTORAL RESEARCH & THESIS" ,
 "Playwriting II" ,
 "Laboratory Studies in Biodiversity" ,
 "Women and Politics in Canada" ,
 "COMPREHENSIVE CASE ANALYSIS" ,
 "Numerical Methods in Engineering" ,
 "DIGITAL IMAGING - PERFECTING YOUR SKILLS" ,
 "SPECIAL TOPICS IN IMCA" ,
 "ADV. STUDY IN AFRICAN HIST" ,
 "Ancient Jewish Biblical Interpretation" ,
 "DISCRETE SYSTEM SIMULATION" ,
 "TOPICS IN NUMBER THEORY" ,
 "MANAGEMENT SKILLS SEMINAR" ,
 "SEM. FILM & MOVING IMA. AEST" ,
 "JEWS AND FOOD" ,
 "RESEARCH PAPER" ,
 "CHEM KINET & REACT ENG" ,
 "GRADUATE SEMINAR IN ELEC+CE" ,
 "PROJECT MANAGEMENT" ,
 "Population Economics" ,
 "SELECTED TOPICS IN APSS" ,
 "Software Requirements and Specifications" ,
 "Modern Fiction" ,
 "Governance" ,
 "STUDIES IN THE PHIL OF RELI" ,
 "BUILDING ECONOMICS I" ,
 "Conservation Biology" ,
 "Neurobiology of Drug Abuse and Addiction" ,
 "Advanced Seminar in Public Policy and Administration" ,
 "PROFESSIONAL INTERNSHIP II" ,
 "Electroacoustic Composition Seminar/Workshop I" ,
 "LEISURE ASSESSMENT AND COUNSELLING" ,
 "International Communication" ,
 "Social Inequalities" ,
 "Youth Care Worker and its Organisation" ,
 "Mathematical Statistics" ,
 "Aspects of the History of Drawing" ,
 "ADVANCED TOPICS IN ZOOLOGY" ,
 "BIO-INSP./DESIGN OF OBJECTS" ,
 "THEORIES OF PUBPOL&PUBADMIN." ,
 "TOP/HEBREW BIBLE/ANC NEAR EA" ,
 "SOFTWARE-DEFINED NETWORKING" ,
 "EDUC STUDIES AREA TUTORIAL" ,
 "Engineering Industrial Experience Reflective Learning III" ,
 "Canadian Political Parties" ,
 "Youth and Media" ,
 "RESEARCH-CREATION THESIS" ,
 "Mathematical and Computational Finance II" ,
 "COMBINATORICS" ,
 "DIRECTED STUDIES" ,
 "Honours Seminar: Current Topics in Health and Exercise Science" ,
 "MODERN JEWISH HISTORY" ,
 "Technique I" ,
 "REFLECTIVE LEARNING III" ,
 "SPEC TOP-POLI ECON & PUB.POL" ,
 "PHILOSOPHY OF EDUCATION" ,
 "SELECTED TOPICS IN NURSING" ,
 "Big Band III" ,
 "TOPICS IN WORLD RELIGIONS" ,
 "Advanced Grammar and Composition II" ,
 "ADVANCED PROGRAM DESIGN, C++" ,
 "STUDIES/RENAISSANCE LIT" ,
 "DIRECTED STUDIES" ,
 "TOPICS IN FILM HISTORY" ,
 "Artificial Intelligence" ,
 "HUMAN RESOURCES PLAN/POLICY" ,
 "MEASURE THEORY" ,
 "SEL TOP/SOLID STATE PHYSICS" ,
 "Electrical Power Systems" ,
 "Introduction to Buddhism" ,
 "TOPICS/PSYS OF MATH EDUC" ,
 "FILM PRODUCTION III" ,
 "Rehabilitation of the Hip, Spine and Pelvis" ,
 "FIELD OBSERVATIONS" ,
 "Méthodologie de la traduction" ,
 "INTRO TO SUSTAINABLE INVESTING" ,
 "Curriculum Theory" ,
 "Art in Early Childhood I" ,
 "ADVANCED TOPICS IN MODL" ,
 "TOPICS IN JUDAIC STUDIES" ,
 "SEL. TOPICS/HISTORY OF PHIL" ,
 "REFLECTIVE LEARNING IV" ,
 "Archaic Latin and the Italic Dialects" ,
 "The Media in Quebec" ,
 "PRIVATE STUDY II" ,
 "First Peoples' Cinema" ,
 "SEL TOP IN LEARN&MOTIVA B" ,
 "Scientific Communication and Pedagogy in Health and Exercise Science" ,
 "Building Engineering Drawing and Introduction to Design" ,
 "DIRECTED STUDIES" ,
 "SEMINAR IN ASIAN HISTORY" ,
 "READING COURSE IN ANALYSIS" ,
 "TOPICS IN JUDAIC STUDIES" ,
 "Le français en contact avec l'anglais au Québec" ,
 "SPECIAL TOPICS" ,
 "Immigration in Quebec and Canada" ,
 "MASTER'S THESIS" ,
 "Jainism" ,
 "Intermediate Macroeconomic Theory II" ,
 "Casting, Welding, Heat Treating, and Non-Destructive Testing" ,
 "SPEC.TOPICS INT'L POLITICS" ,
 "TOPICS IN DFTT:CONCEPTION" ,
 "Morphology" ,
 "SPECIAL TOPICS IN DESIGN	" ,
 "Actuarial Mathematics Lab I" ,
 "ASPECTS/HISTORY FIBRE ART" ,
 "Integrative Internship I" ,
 "Major Research Paper" ,
 "MICROFLUIDIC DEVICES FOR SYNTHETIC BIOLOGY" ,
 "ENGINEERING AND COMPUTER SCIENCE REFLECTIVE LEARNING ACTIVITES I" ,
 "Databases" ,
 "DOCTORAL COMPREHENSIVE EXAM" ,
 "MASTER S RSRCH AND THESIS" ,
 "EXPLORING DESIGN STUDIES" ,
 "AERODYNAMICS" ,
 "US FOREIGN RELATIONS TO 1945" ,
 "SEL TOP IN ORGANIC CHEMISTRY" ,
 "Organizational Behaviour and Theory" ,
 "DIGITAL MEDIA AND ANIMATION" ,
 "Childhood and Youth" ,
 "Introduction to Sustainability" ,
 "Documentary Film of the Classical Period" ,
 "Cost and Management Accounting" ,
 "SELECTED TOPICS IN APPLIED HUMAN SCIENCES" ,
 "CONCEPTS AND CATEGORIES" ,
 "Middle East: Empire, Gender, and Sexuality in Modern Times" ,
 "United States, 1877-1924" ,
 "TOPICS/HISTORY OF MATH" ,
 "JOURNALISM ETHICS & THE LAW" ,
 "Practicum: Observation and Analysis of Children?s Learning" ,
 "Critical Race Feminisms" ,
 "Independent Study I" ,
 "PRIVATE STUDY IIB" ,
 "PARLIAMENT AND THE CHARTER" ,
 "TOPICS IN FILM THEORY" ,
 "Honours Seminar in Metaphysics" ,
 "THESIS PROPOSAL" ,
 "QUALITY BASED SYSTEM ENG." ,
 "DIRECTED STUDIES" ,
 "Littérature des femmes au Québec" ,
 "SELECTED TOPICS IN ARTE	" ,
 "Using Zotero for Grads" ,
 "eral Arts College Honours Essay Seminar" ,
 "SEMINAR IN POLITICAL THEORY" ,
 "Selected Topics in Religion" ,
 "TRADUCTION LITTÉRAIRE A-F" ,
 "Financial Reporting II" ,
 "SEL TOP/MATHEMATICAL PHYSICS" ,
 "SEM: ISSUES IN CHILD STUDIES" ,
 "Introduction to Spatial data in R" ,
 "Étude avancée d?un sujet particulier" ,
 "Special Topics in Comparative Politics" ,
 "Journalism Ethics and the Law" ,
 "Urban Transportation" ,
 "PRACTICUM" ,
 "QUAL. RES. DESIGN & METHODS" ,
 "SPEC MASTER'S LEVEL STUDIES" ,
 "SPEC TOP/BEHAV NEUROSCIENCE" ,
 "PHOTOGRAPHY III" ,
 "Facilities Design and Material Handling Systems" ,
 "Urban Regions" ,
 "SELECTED TOPICS IN PHYSICS" ,
 "Interviewing Skills" ,
 "LE CODE ORATOIRE" ,
 "SEMIOTICS" ,
 "INTERFACIAL PHENOMENA" ,
 "Employment Law" ,
 "FUND/HUMAN PERFORM TECH" ,
 "AFRICAN-AMERICAN LITERATURE" ,
 "JAZZ ENSEMBLE I" ,
 "Linear Algebra and Applications II" ,
 "ADVANCED TOPICS IN PHIL" ,
 "SEMIOTICS" ,
 "Using and sharing open access content: Creative Commons licences" ,
 "SEM IN PROB/STATS/ACT MATH" ,
 "History of Canada, Pre-Confederation" ,
 "SPECIAL TOPICS IN IMCA" ,
 "MASTER S RESEARCH AND THESIS" ,
 "Nietzsche" ,
 "PROTESTANISM" ,
 "MEDIA RESEARCH METHODS I" ,
 "PARTIAL DIFFERENTIAL EQUATIONS" ,
 "NATIONAL & INTRNTL ECONOMICS" ,
 "Theories of International Relations" ,
 "Advanced Media Criticism" ,
 "Imposter Syndrome: When will my cover be blown?" ,
 "Petrarch and Boccaccio" ,
 "Philanthropy at a glance" ,
 "Sculpture and Material Practices" ,
 "Intermedia (Video, Performance and Electronic Arts) I" ,
 "Constitutional Politics in Canada" ,
 "AVIONIC SYSTEMS DESIGN" ,
 "PLAY, ADULT LEARNING AND DEVELOPMENT" ,
 "CELTIC CHRISTIANITY" ,
 "Honours Seminar in Epistemology" ,
 "FORMAL HARDWARE VERIFICATION" ,
 "Guided Research Project Proposal / Judaic Studies" ,
 "Creative Process III" ,
 "Information Systems Security" ,
 "Statistics" ,
 "Play Therapy 2 Cognitive Behavioural Child-Centered Play Therapy" ,
 "LEGAL ISSUES IN CONSTRUCTION" ,
 "PARALLEL PROGRAMMING" ,
 "Evolution" ,
 "SPEC TOP/MEDIA STUDIES" ,
 "METHODOLOGY & HISTORY OF ART" ,
 "INTRODUCTION TO SIX SIGMA" ,
 "SCHOOL AND SOCIETY" ,
 "TUTORIAL" ,
 "GROUNDWATER FLOW" ,
 "Applied Ethical Issues" ,
 "(also listed as HIST 225) History of the Roman Republic" ,
 "Movement for the Stage III" ,
 "SOCIAL MEDIA AND MOBILE REPORTING" ,
 "TOPICS RELIGIOUS INTERACTION" ,
 "Transnational Politics" ,
 "Witchcraft, Magic and Religion" ,
 "PROJECT AND REPORT II" ,
 "ADVANCED PRIVATE STUDY I" ,
 "Orchestra I" ,
 "TRAD COMMJURID:FRAN A ANGL" ,
 "Gestion de projets" ,
 "DESIGN OF WIRELESS RF SYST." ,
 "SPEC MASTER'S LEVEL STUDIES" ,
 "PHILOSOPHY OF LANGUAGE" ,
 "Portfolio Management" ,
 "SEMINAR IN SPECIAL TOPICS" ,
 "Canadian and Quebec Law" ,
 "Identity Theft in the "Smart" Era" ,
 "Advanced Seminar in Canadian and Quebec Politics" ,
 "Supervised Internship I" ,
 "First Peoples Sacred Stories" ,
 "SEMINAR IN SUSTAINABILITY IN MARKETING" ,
 "COMBINATORICS" ,
 "Supply Chain Planning and Control" ,
 "Studies in the History of Sculpture" ,
 "TOPICS IN COMPARATIVE ETHICS" ,
 "SPECIAL TOPICS SEM IN ADED I" ,
 "Social Media Platforms and Policy" ,
 "Business Information Systems Risks, Security and Audit" ,
 "Honours Essay" ,
 "THEORY DEV&RES-ED MEDIA I-VI" ,
 "Editing Principles for Graduate Students" ,
 "SELECTED TOPICS IN GEOLOGY" ,
 "Tangible Media and Physical Computing" ,
 "Stage Properties Realization" ,
 "SPEC DOCTORAL LEVEL STUDIES" ,
 "Advanced Arabic" ,
 "SPEC TOPICS IN BIOL CHEM II" ,
 "DATA: THE KEY TO TRULY STRATEGIC COMMUNICATIONS" ,
 "SPEC MASTER'S LEVEL STUDIES" ,
 "INTRODUCTION TO ANIMATION II" ,
 "Communication Media: Video II" ,
 "Communication Media: Video III" ,
 "SPEC DOCTORAL LEVEL STUDIES" ,
 "Advanced Project Internship I" ,
 "EVAL ADULT LEARNING PROJECTS" ,
 "History of South Asia" ,
 "Spanish-American Testimonio Discourse" ,
 "Editing II: Principles and Practice of Editing" ,
 "Emergency Care in Sport and Exercise" ,
 "REVISION&CORRECTION EN TRAD FRANÇAIS" ,
 "EXTRAMURAL PRACT III: CHILD" ,
 "ADVANCED TOPICS - SCPA" ,
 "FIELDWORK PRACTICE" ,
 "Advanced Geographic Information Systems" ,
 "SELECTED TOPICS IN WSDB" ,
 "DOCTORAL LEVEL STUDIES" ,
 "ADOBE IMAGING BASICS: PHOTOSHOP AND ILLUSTRATOR" ,
 "Introductory Ancient Greek II" ,
 "INTRO TO BLOGGING" ,
 "DIRECTED STUDIES" ,
 "Business Research Essentials" ,
 "INTERNSHIP IN THERAPEUTIC RECREATION" ,
 "Marketing Management I" ,
 "SPECIAL TOPICS IN TDEV" ,
 "Promote your Research Using Open Access" ,
 "SELECTED TOPICS IN COMS" ,
 "REFLECTIVE LEARNING III" ,
 "Painting III" ,
 "Feminism, Comedy and Social Change" ,
 "ADV SEM IN COMP POLITICS SPEC.TOPICS.COMP.POLITICS" ,
 "DIRECTED STUDIO PRACTICE" ,
 "Jazz Choir III" ,
 "SELECT TOPICS-PERSONALITY A" ,
 "The Irish Short Story Tradition" ,
 "CHAMBER CHOIR I" ,
 "SEM-FINA THEORY+CORP.POLICY" ,
 "Aging" ,
 "INDEPENDENT PRACTICUM" ,
 "Getting the word out about your research" ,
